GameID,HomeTeam,AwayTeam,Game,StartDate,Moneyline Pick,Moneyline Conf,Spread Pick,Spread Conf,Total Pick,Total Conf,Pick_Team,Pick_Line,Pick_Side,Pick_Total,Pick_ML_Odds,Manual_HomeScore,Manual_AwayScore,Spread_Result,ML_Result,Total_Result
401767137,UAlbany,Bryant,Bryant @ UAlbany,2025-11-08T18:00:00.000Z,UAlbany,N/A,UAlbany (3.5),58.0%,UNDER 44.5,50.7%,UAlbany,3.5,UNDER,44.5,,24,27,WIN,LOSS,LOSS
401767669,Fordham,Bucknell,Bucknell @ Fordham,2025-11-08T18:00:00.000Z,Fordham,N/A,Bucknell (3.5),51.5%,UNDER 56.5,58.4%,Bucknell,3.5,UNDER,56.5,,19,37,WIN,LOSS,WIN
401767443,Indiana State,Illinois State,Illinois State @ Indiana State,2025-11-08T18:00:00.000Z,Illinois State,N/A,Indiana State (10.5),56.1%,UNDER 58.5,52.8%,Indiana State,10.5,UNDER,58.5,,20,52,LOSS,WIN,LOSS
401752897,Purdue,Ohio State,Ohio State @ Purdue,2025-11-08T18:00:00.000Z,Ohio State,N/A,Ohio State (-29.5),62.7%,UNDER 49.5,58.8%,Ohio State,-29.5,UNDER,49.5,-4500.0,10,34,LOSS,WIN,WIN
401752761,Ole Miss,The Citadel,The Citadel @ Ole Miss,2025-11-08T18:00:00.000Z,Ole Miss,N/A,Ole Miss (-51.5),55.4%,UNDER 63.5,56.5%,Ole Miss,-51.5,UNDER,63.5,,49,0,LOSS,WIN,WIN
401757299,Liberty,Missouri State,Missouri State @ Liberty,2025-11-08T18:00:00.000Z,Liberty,N/A,Missouri State (7.5),51.8%,UNDER 51.5,53.0%,Missouri State,7.5,UNDER,51.5,-290.0,17,21,WIN,LOSS,WIN
401767330,Towson,Villanova,Villanova @ Towson,2025-11-08T18:00:00.000Z,Villanova,N/A,Towson (3.5),50.9%,OVER 51.5,50.5%,Towson,3.5,OVER,51.5,,10,28,LOSS,WIN,LOSS
401767724,Georgetown,Richmond,Richmond @ Georgetown,2025-11-08T18:00:00.000Z,Richmond,N/A,Richmond (-5.5),50.7%,UNDER 45.5,60.3%,Richmond,-5.5,UNDER,45.5,,24,31,WIN,WIN,LOSS
401767624,Drake,St. Thomas (MN),St. Thomas (MN) @ Drake,2025-11-08T18:00:00.000Z,St. Thomas (MN),N/A,St. Thomas (MN) (2.5),55.5%,UNDER 47.5,56.2%,St. Thomas (MN),2.5,UNDER,47.5,,13,20,WIN,WIN,WIN
401762855,Eastern Michigan,Bowling Green,Bowling Green @ Eastern Michigan,2025-11-08T18:00:00.000Z,Eastern Michigan,N/A,Bowling Green (3.0),51.3%,OVER 49.5,50.9%,Bowling Green,3.0,OVER,49.5,-162.0,27,21,LOSS,WIN,LOSS
401767206,Gardner-Webb,Southeast Missouri State,Southeast Missouri State @ Gardner-Webb,2025-11-08T18:30:00.000Z,Gardner-Webb,N/A,Southeast Missouri State (4.5),54.8%,UNDER 56.5,57.9%,Southeast Missouri State,4.5,UNDER,56.5,,27,24,WIN,WIN,WIN
401767590,VMI,Wofford,Wofford @ VMI,2025-11-08T18:30:00.000Z,Wofford,N/A,VMI (11.0),52.6%,UNDER 44.5,52.0%,VMI,11.0,UNDER,44.5,,10,52,LOSS,WIN,LOSS
401767396,South Carolina State,Howard,Howard @ South Carolina State,2025-11-08T18:30:00.000Z,South Carolina State,N/A,South Carolina State (-15.5),55.0%,UNDER 49.5,56.4%,South Carolina State,-15.5,UNDER,49.5,,42,12,WIN,WIN,LOSS
401767214,Western Illinois,Lindenwood,Lindenwood @ Western Illinois,2025-11-08T19:00:00.000Z,Lindenwood,N/A,Western Illinois (7.5),53.4%,UNDER 57.5,57.1%,Western Illinois,7.5,UNDER,57.5,,24,21,WIN,LOSS,WIN
401767548,Youngstown State,Southern Illinois,Southern Illinois @ Youngstown State,2025-11-08T19:00:00.000Z,Youngstown State,N/A,Southern Illinois (5.0),51.4%,UNDER 59.5,50.4%,Southern Illinois,5.0,UNDER,59.5,,48,38,LOSS,WIN,LOSS
401767500,Northern Iowa,Murray State,Murray State @ Northern Iowa,2025-11-08T19:00:00.000Z,Northern Iowa,N/A,Murray State (12.5),53.7%,UNDER 49.5,57.8%,Murray State,12.5,UNDER,49.5,,31,14,LOSS,WIN,WIN
401767229,UT Martin,Tennessee State,Tennessee State @ UT Martin,2025-11-08T19:00:00.000Z,UT Martin,N/A,UT Martin (-14.5),55.9%,UNDER 48.5,57.4%,UT Martin,-14.5,UNDER,48.5,,26,7,WIN,WIN,WIN
401767409,North Carolina Central,Norfolk State,Norfolk State @ North Carolina Central,2025-11-08T19:00:00.000Z,North Carolina Central,N/A,North Carolina Central (-25.5),57.0%,UNDER 56.5,50.2%,North Carolina Central,-25.5,UNDER,56.5,,31,28,LOSS,WIN,LOSS
401767507,North Dakota,North Dakota State,North Dakota State @ North Dakota,2025-11-08T19:00:00.000Z,North Dakota State,N/A,North Dakota (10.5),51.5%,OVER 53.5,52.1%,North Dakota,10.5,OVER,53.5,,10,15,WIN,WIN,LOSS
401767177,Elon,Rhode Island,Rhode Island @ Elon,2025-11-08T19:00:00.000Z,Rhode Island,N/A,Elon (4.5),52.7%,UNDER 49.5,55.8%,Elon,4.5,UNDER,49.5,,20,34,LOSS,WIN,LOSS
401767480,Northwestern State,Incarnate Word,Incarnate Word @ Northwestern State,2025-11-08T19:00:00.000Z,Incarnate Word,N/A,Incarnate Word (-24.5),56.1%,UNDER 54.5,57.0%,Incarnate Word,-24.5,UNDER,54.5,,3,38,WIN,WIN,WIN
401767146,Campbell,William & Mary,William & Mary @ Campbell,2025-11-08T19:00:00.000Z,William & Mary,N/A,William & Mary (-6.5),52.5%,UNDER 56.5,55.9%,William & Mary,-6.5,UNDER,56.5,,27,30,LOSS,WIN,LOSS
401762502,Rice,UAB,UAB @ Rice,2025-11-08T19:00:00.000Z,UAB,N/A,Rice (1.5),55.5%,OVER 51.5,52.4%,Rice,1.5,OVER,51.5,-112.0,24,17,WIN,LOSS,LOSS
401752894,Rutgers,Maryland,Maryland @ Rutgers,2025-11-08T19:30:00.000Z,Maryland,N/A,Maryland (1.5),55.6%,OVER 56.5,50.2%,Maryland,1.5,OVER,56.5,102.0,35,20,LOSS,LOSS,LOSS
401767578,Western Carolina,Mercer,Mercer @ Western Carolina,2025-11-08T19:30:00.000Z,Mercer,N/A,Western Carolina (8.0),52.8%,UNDER 65.5,51.9%,Western Carolina,8.0,UNDER,65.5,,47,49,WIN,WIN,LOSS
401762504,East Carolina,Charlotte,Charlotte @ East Carolina,2025-11-08T20:00:00.000Z,East Carolina,N/A,East Carolina (-29.5),55.9%,UNDER 56.5,50.5%,East Carolina,-29.5,UNDER,56.5,-10000.0,48,22,LOSS,WIN,LOSS
401767474,Houston Christian,Stephen F. Austin,Stephen F. Austin @ Houston Christian,2025-11-08T20:00:00.000Z,Stephen F. Austin,N/A,Stephen F. Austin (-24.5),56.4%,UNDER 48.5,53.0%,Stephen F. Austin,-24.5,UNDER,48.5,,3,50,WIN,WIN,LOSS
401767110,Montana State,Weber State,Weber State @ Montana State,2025-11-08T20:00:00.000Z,Montana State,N/A,Montana State (-28.5),54.0%,OVER 57.5,53.0%,Montana State,-28.5,OVER,57.5,,66,14,WIN,WIN,WIN
401767392,Grambling,Bethune-Cookman,Bethune-Cookman @ Grambling,2025-11-08T20:00:00.000Z,Grambling,N/A,Bethune-Cookman (1.5),57.8%,UNDER 53.5,57.7%,Bethune-Cookman,1.5,UNDER,53.5,,31,23,LOSS,WIN,LOSS
401767386,Arkansas-Pine Bluff,Florida A&M,Florida A&M @ Arkansas-Pine Bluff,2025-11-08T20:00:00.000Z,Florida A&M,N/A,Arkansas-Pine Bluff (3.5),58.3%,UNDER 52.5,55.6%,Arkansas-Pine Bluff,3.5,UNDER,52.5,,28,31,WIN,WIN,LOSS
401767356,Alabama A&M,Prairie View A&M,Prairie View A&M @ Alabama A&M,2025-11-08T20:00:00.000Z,Prairie View A&M,N/A,Prairie View A&M (-3.5),53.1%,UNDER 52.5,57.4%,Prairie View A&M,-3.5,UNDER,52.5,,5,48,WIN,WIN,LOSS
401757297,UTEP,Jacksonville State,Jacksonville State @ UTEP,2025-11-08T20:00:00.000Z,Jacksonville State,N/A,UTEP (1.5),51.2%,OVER 46.5,52.2%,UTEP,1.5,OVER,46.5,-115.0,27,30,LOSS,WIN,WIN
401757296,Middle Tennessee,Florida International,Florida International @ Middle Tennessee,2025-11-08T20:00:00.000Z,Middle Tennessee,N/A,Middle Tennessee (-1.5),50.1%,UNDER 50.5,50.2%,Middle Tennessee,-1.5,UNDER,50.5,-118.0,30,56,LOSS,LOSS,LOSS
401757295,Delaware,Louisiana Tech,Louisiana Tech @ Delaware,2025-11-08T20:00:00.000Z,Louisiana Tech,N/A,Delaware (5.5),57.1%,OVER 57.5,52.7%,Delaware,5.5,OVER,57.5,-215.0,25,24,WIN,LOSS,LOSS
401767365,Alabama State,Texas Southern,Texas Southern @ Alabama State,2025-11-08T20:00:00.000Z,Alabama State,N/A,Alabama State (-17.5),55.6%,OVER 53.5,51.8%,Alabama State,-17.5,OVER,53.5,,42,24,WIN,WIN,WIN
401767245,Abilene Christian,Utah Tech,Utah Tech @ Abilene Christian,2025-11-08T20:00:00.000Z,Abilene Christian,N/A,Utah Tech (20.5),51.5%,OVER 53.5,54.8%,Utah Tech,20.5,OVER,53.5,,31,10,LOSS,WIN,LOSS
401767283,Eastern Kentucky,Southern Utah,Southern Utah @ Eastern Kentucky,2025-11-08T20:00:00.000Z,Southern Utah,N/A,Eastern Kentucky (6.5),56.9%,OVER 55.5,51.5%,Eastern Kentucky,6.5,OVER,55.5,,17,27,LOSS,WIN,LOSS
401767069,Montana,Eastern Washington,Eastern Washington @ Montana,2025-11-08T20:00:00.000Z,Montana,N/A,Montana (-27.0),50.2%,UNDER 62.5,52.8%,Montana,-27.0,UNDER,62.5,,29,24,LOSS,WIN,WIN
401767424,Mississippi Valley State,Jackson State,Jackson State @ Mississippi Valley State,2025-11-08T20:00:00.000Z,Jackson State,N/A,Jackson State (-27.5),63.4%,UNDER 56.5,58.4%,Jackson State,-27.5,UNDER,56.5,,3,42,WIN,WIN,WIN
401762505,Florida Atlantic,Tulsa,Tulsa @ Florida Atlantic,2025-11-08T20:00:00.000Z,Florida Atlantic,N/A,Tulsa (4.5),50.4%,OVER 60.5,51.7%,Tulsa,4.5,OVER,60.5,-170.0,40,21,LOSS,WIN,WIN
401767562,Samford,East Tennessee State,East Tennessee State @ Samford,2025-11-08T20:30:00.000Z,East Tennessee State,N/A,East Tennessee State (-18.5),55.9%,UNDER 56.5,56.1%,East Tennessee State,-18.5,UNDER,56.5,,14,38,WIN,WIN,WIN
401754587,Miami,Syracuse,Syracuse @ Miami,2025-11-08T20:30:00.000Z,Miami,N/A,Miami (-28.5),65.1%,UNDER 47.5,52.0%,Miami,-28.5,UNDER,47.5,-10000.0,38,10,LOSS,WIN,LOSS
401756944,TCU,Iowa State,Iowa State @ TCU,2025-11-08T20:30:00.000Z,TCU,N/A,Iowa State (7.5),52.5%,UNDER 58.5,51.9%,Iowa State,7.5,UNDER,58.5,-298.0,17,20,WIN,LOSS,WIN
401752763,Missouri,Texas A&M,Texas A&M @ Missouri,2025-11-08T20:30:00.000Z,Texas A&M,N/A,Missouri (7.0),55.5%,OVER 48.5,50.6%,Missouri,7.0,OVER,48.5,-265.0,17,38,LOSS,WIN,WIN
401752898,Iowa,Oregon,Oregon @ Iowa,2025-11-08T20:30:00.000Z,Oregon,N/A,Oregon (-4.5),57.5%,OVER 41.5,64.1%,Oregon,-4.5,OVER,41.5,-198.0,16,18,LOSS,WIN,LOSS
401783279,New Haven,Merrimack,Merrimack @ New Haven,2025-11-08T20:30:00.000Z,Merrimack,N/A,New Haven (9.5),53.2%,UNDER 44.5,53.5%,New Haven,9.5,UNDER,44.5,,41,31,WIN,LOSS,LOSS
401754590,UConn,Duke,Duke @ UConn,2025-11-08T20:30:00.000Z,Duke,N/A,Duke (-7.5),59.8%,UNDER 63.5,50.2%,Duke,-7.5,UNDER,63.5,-310.0,37,34,LOSS,LOSS,LOSS
401756943,Arizona,Kansas,Kansas @ Arizona,2025-11-08T20:30:00.000Z,Arizona,N/A,Arizona (-5.5),54.8%,OVER 56.5,50.3%,Arizona,-5.5,OVER,56.5,-218.0,24,20,LOSS,WIN,LOSS
401757298,New Mexico State,Kennesaw State,Kennesaw State @ New Mexico State,2025-11-08T21:00:00.000Z,Kennesaw State,N/A,New Mexico State (11.5),58.0%,OVER 52.5,54.0%,New Mexico State,11.5,OVER,52.5,-425.0,21,24,WIN,WIN,LOSS
401767542,South Dakota,South Dakota State,South Dakota State @ South Dakota,2025-11-08T21:00:00.000Z,South Dakota State,N/A,South Dakota (7.5),57.7%,OVER 46.5,53.7%,South Dakota,7.5,OVER,46.5,,24,17,WIN,LOSS,LOSS
401767289,North Alabama,West Georgia,West Georgia @ North Alabama,2025-11-08T21:00:00.000Z,West Georgia,N/A,North Alabama (9.5),53.2%,UNDER 57.5,52.5%,North Alabama,9.5,UNDER,57.5,,17,24,WIN,WIN,WIN
401767376,Alcorn State,Southern,Southern @ Alcorn State,2025-11-08T21:00:00.000Z,Alcorn State,N/A,Alcorn State (-11.0),56.2%,UNDER 47.5,53.4%,Alcorn State,-11.0,UNDER,47.5,,35,17,WIN,WIN,LOSS
401761645,Coastal Carolina,Georgia State,Georgia State @ Coastal Carolina,2025-11-08T21:00:00.000Z,Coastal Carolina,N/A,Georgia State (7.0),51.8%,UNDER 56.5,50.3%,Georgia State,7.0,UNDER,56.5,-285.0,40,27,LOSS,WIN,LOSS
401752764,Vanderbilt,Auburn,Auburn @ Vanderbilt,2025-11-08T21:00:00.000Z,Vanderbilt,N/A,Vanderbilt (-6.0),56.6%,OVER 46.5,52.5%,Vanderbilt,-6.0,OVER,46.5,-230.0,45,38,WIN,WIN,WIN
401767487,Lamar,SE Louisiana,SE Louisiana @ Lamar,2025-11-08T21:00:00.000Z,SE Louisiana,N/A,Lamar (8.0),57.2%,UNDER 49.5,50.9%,Lamar,8.0,UNDER,49.5,,14,12,WIN,LOSS,WIN
401767254,Austin Peay,Central Arkansas,Central Arkansas @ Austin Peay,2025-11-08T21:00:00.000Z,Austin Peay,N/A,Austin Peay (-13.5),50.9%,UNDER 55.5,53.4%,Austin Peay,-13.5,UNDER,55.5,,41,38,LOSS,WIN,LOSS
401754588,North Carolina,Stanford,Stanford @ North Carolina,2025-11-08T21:30:00.000Z,North Carolina,N/A,Stanford (8.5),56.9%,OVER 41.5,62.3%,Stanford,8.5,OVER,41.5,-325.0,20,15,WIN,WIN,LOSS
401752899,Wisconsin,Washington,Washington @ Wisconsin,2025-11-08T21:30:00.000Z,Washington,N/A,Washington (-10.5),55.9%,OVER 44.5,53.3%,Washington,-10.5,OVER,44.5,-410.0,13,10,LOSS,LOSS,LOSS
401767129,Portland State,Sacramento State,Sacramento State @ Portland State,2025-11-08T22:00:00.000Z,Sacramento State,N/A,Sacramento State (-20.5),53.0%,UNDER 59.5,55.7%,Sacramento State,-20.5,UNDER,59.5,,24,52,WIN,WIN,LOSS
401767465,East Texas A&M,McNeese,McNeese @ East Texas A&M,2025-11-08T22:00:00.000Z,McNeese,N/A,McNeese (2.5),61.4%,UNDER 53.5,57.1%,McNeese,2.5,UNDER,53.5,,20,35,WIN,WIN,LOSS
401761648,Louisiana,Texas State,Texas State @ Louisiana,2025-11-08T22:00:00.000Z,Texas State,N/A,Louisiana (3.5),51.6%,OVER 62.5,53.8%,Louisiana,3.5,OVER,62.5,-175.0,42,39,WIN,LOSS,WIN
401760406,San José State,Air Force,Air Force @ San José State,2025-11-08T23:00:00.000Z,San José State,N/A,Air Force (6.0),55.1%,UNDER 67.5,50.5%,Air Force,6.0,UNDER,67.5,-250.0,16,26,WIN,LOSS,WIN
401767077,Idaho State,Cal Poly,Cal Poly @ Idaho State,2025-11-08T23:00:00.000Z,Idaho State,N/A,Cal Poly (7.5),51.7%,UNDER 62.5,57.9%,Cal Poly,7.5,UNDER,62.5,,27,17,LOSS,WIN,WIN
401767117,Northern Arizona,Northern Colorado,Northern Colorado @ Northern Arizona,2025-11-08T23:00:00.000Z,Northern Arizona,N/A,Northern Colorado (12.5),51.1%,UNDER 56.5,54.9%,Northern Colorado,12.5,UNDER,56.5,,49,10,LOSS,WIN,LOSS
401754589,Virginia,Wake Forest,Wake Forest @ Virginia,2025-11-09T00:00:00.000Z,Virginia,N/A,Wake Forest (7.0),50.3%,OVER 48.5,51.0%,Wake Forest,7.0,OVER,48.5,-258.0,9,16,WIN,LOSS,LOSS
401754585,Louisville,California,California @ Louisville,2025-11-09T00:00:00.000Z,Louisville,N/A,Louisville (-18.5),52.7%,OVER 48.5,52.6%,Louisville,-18.5,OVER,48.5,-1100.0,26,29,LOSS,LOSS,WIN
401767095,Idaho,UC Davis,UC Davis @ Idaho,2025-11-09T00:00:00.000Z,UC Davis,N/A,Idaho (2.5),53.3%,OVER 59.5,52.9%,Idaho,2.5,OVER,59.5,,14,28,LOSS,WIN,LOSS
401754586,Clemson,Florida State,Florida State @ Clemson,2025-11-09T00:00:00.000Z,Clemson,N/A,Florida State (1.5),54.4%,UNDER 56.5,56.8%,Florida State,1.5,UNDER,56.5,-118.0,24,10,LOSS,WIN,WIN
401757166,Notre Dame,Navy,Navy @ Notre Dame,2025-11-09T00:30:00.000Z,Notre Dame,N/A,Navy (30.5),52.5%,UNDER 54.5,55.6%,Navy,30.5,UNDER,54.5,-6500.0,49,10,LOSS,WIN,LOSS
401752760,Kentucky,Florida,Florida @ Kentucky,2025-11-09T00:30:00.000Z,Florida,N/A,Florida (-4.5),52.3%,UNDER 44.5,50.7%,Florida,-4.5,UNDER,44.5,-205.0,38,7,LOSS,LOSS,LOSS
401760409,Utah State,Nevada,Nevada @ Utah State,2025-11-09T00:30:00.000Z,Utah State,N/A,Utah State (-10.0),51.5%,UNDER 52.5,51.0%,Utah State,-10.0,UNDER,52.5,-380.0,51,14,WIN,WIN,LOSS
401752759,Alabama,LSU,LSU @ Alabama,2025-11-09T00:30:00.000Z,Alabama,N/A,Alabama (-10.5),52.6%,UNDER 49.5,50.2%,Alabama,-10.5,UNDER,49.5,-380.0,20,9,WIN,WIN,WIN
401752895,UCLA,Nebraska,Nebraska @ UCLA,2025-11-09T02:00:00.000Z,Nebraska,N/A,Nebraska (1.5),63.7%,OVER 45.5,50.3%,Nebraska,1.5,OVER,45.5,105.0,21,28,WIN,WIN,WIN
401760407,Colorado State,UNLV,UNLV @ Colorado State,2025-11-09T02:30:00.000Z,UNLV,N/A,UNLV (-5.5),55.8%,OVER 60.5,54.3%,UNLV,-5.5,OVER,60.5,-218.0,10,42,WIN,WIN,LOSS
401752944,Oregon State,Sam Houston,Sam Houston @ Oregon State,2025-11-09T03:00:00.000Z,Oregon State,N/A,Sam Houston (21.0),52.7%,UNDER 52.5,52.4%,Sam Houston,21.0,UNDER,52.5,-1450.0,17,21,WIN,LOSS,WIN
401760408,Hawai'i,San Diego State,San Diego State @ Hawai'i,2025-11-09T04:00:00.000Z,San Diego State,N/A,San Diego State (-6.5),53.5%,OVER 48.5,54.9%,San Diego State,-6.5,OVER,48.5,-258.0,38,6,LOSS,LOSS,LOSS
401762856,Akron,Kent State,Kent State @ Akron,2025-11-12T00:30:00.000Z,Akron,N/A,Kent State (7.5),50.7%,UNDER 49.5,50.2%,Kent State,7.5,UNDER,49.5,-290.0,35,42,WIN,LOSS,LOSS
401762857,Western Michigan,Ohio,Ohio @ Western Michigan,2025-11-12T01:00:00.000Z,Western Michigan,N/A,Western Michigan (-1.5),50.4%,UNDER 46.5,51.9%,Western Michigan,-1.5,UNDER,46.5,-120.0,17,13,WIN,WIN,WIN
401762858,Central Michigan,Buffalo,Buffalo @ Central Michigan,2025-11-13T00:00:00.000Z,Central Michigan,N/A,Central Michigan (-2.5),52.9%,OVER 44.5,56.4%,Central Michigan,-2.5,OVER,44.5,-130.0,38,19,WIN,WIN,WIN
401762860,Miami (OH),Toledo,Toledo @ Miami (OH),2025-11-13T00:00:00.000Z,Toledo,N/A,Toledo (-6.5),58.5%,OVER 44.5,56.9%,Toledo,-6.5,OVER,44.5,-240.0,3,24,WIN,WIN,LOSS
401762859,Massachusetts,Northern Illinois,Northern Illinois @ Massachusetts,2025-11-13T00:00:00.000Z,Northern Illinois,N/A,Massachusetts (8.5),52.4%,OVER 43.5,57.3%,Massachusetts,8.5,OVER,43.5,-380.0,3,45,LOSS,WIN,WIN
401761649,Old Dominion,Troy,Troy @ Old Dominion,2025-11-14T00:30:00.000Z,Old Dominion,N/A,Old Dominion (-9.5),55.3%,UNDER 53.5,52.5%,Old Dominion,-9.5,UNDER,53.5,-400.0,33,0,WIN,WIN,WIN
401767414,North Carolina Central,South Carolina State,South Carolina State @ North Carolina Central,2025-11-14T22:30:00.000Z,North Carolina Central,N/A,South Carolina State (7.0),56.5%,UNDER 57.5,57.9%,South Carolina State,7.0,UNDER,57.5,,27,34,WIN,LOSS,LOSS
401754591,Louisville,Clemson,Clemson @ Louisville,2025-11-15T00:30:00.000Z,Louisville,N/A,Louisville (-1.5),53.2%,OVER 50.5,50.9%,Louisville,-1.5,OVER,50.5,-122.0,19,20,LOSS,LOSS,LOSS
401752904,Oregon,Minnesota,Minnesota @ Oregon,2025-11-15T02:00:00.000Z,Oregon,N/A,Minnesota (26.5),55.2%,UNDER 45.5,51.7%,Minnesota,26.5,UNDER,45.5,-6000.0,42,13,LOSS,WIN,LOSS
401767760,St. Francis (PA),Long Island University,Long Island University @ St. Francis (PA),2025-11-15T17:00:00.000Z,Long Island University,N/A,Long Island University (-14.0),53.7%,OVER 37.5,65.7%,Long Island University,-14.0,OVER,37.5,,3,10,LOSS,WIN,LOSS
401752901,Indiana,Wisconsin,Wisconsin @ Indiana,2025-11-15T17:00:00.000Z,Indiana,N/A,Wisconsin (28.5),53.8%,OVER 43.5,53.7%,Wisconsin,28.5,OVER,43.5,-4500.0,31,7,WIN,WIN,LOSS
401788998,Princeton,Yale,Yale @ Princeton,2025-11-15T17:00:00.000Z,Yale,N/A,Princeton (8.5),53.5%,UNDER 51.5,51.0%,Princeton,8.5,UNDER,51.5,,10,13,WIN,WIN,WIN
401754597,Pittsburgh,Notre Dame,Notre Dame @ Pittsburgh,2025-11-15T17:00:00.000Z,Notre Dame,N/A,Notre Dame (-12.5),56.0%,UNDER 55.5,51.5%,Notre Dame,-12.5,UNDER,55.5,-485.0,15,37,WIN,WIN,WIN
401767670,Bucknell,Holy Cross,Holy Cross @ Bucknell,2025-11-15T17:00:00.000Z,Holy Cross,N/A,Holy Cross (2.5),62.1%,UNDER 52.5,58.5%,Holy Cross,2.5,UNDER,52.5,,20,37,WIN,WIN,LOSS
401756951,Cincinnati,Arizona,Arizona @ Cincinnati,2025-11-15T17:00:00.000Z,Cincinnati,N/A,Arizona (6.5),54.1%,OVER 56.5,51.6%,Arizona,6.5,OVER,56.5,-210.0,24,30,WIN,LOSS,LOSS
401756952,Oklahoma State,Kansas State,Kansas State @ Oklahoma State,2025-11-15T17:00:00.000Z,Kansas State,N/A,Kansas State (-19.5),60.3%,UNDER 50.5,50.3%,Kansas State,-19.5,UNDER,50.5,-1600.0,6,14,LOSS,WIN,WIN
401767138,Bryant,New Hampshire,New Hampshire @ Bryant,2025-11-15T17:00:00.000Z,New Hampshire,N/A,New Hampshire (-11.0),52.1%,UNDER 46.5,54.4%,New Hampshire,-11.0,UNDER,46.5,,14,42,WIN,WIN,LOSS
401762510,Navy,South Florida,South Florida @ Navy,2025-11-15T17:00:00.000Z,South Florida,N/A,South Florida (-8.5),53.9%,OVER 62.5,52.4%,South Florida,-8.5,OVER,62.5,-340.0,41,38,LOSS,LOSS,WIN
401762507,Charlotte,UTSA,UTSA @ Charlotte,2025-11-15T17:00:00.000Z,UTSA,N/A,Charlotte (16.5),53.4%,OVER 57.5,51.3%,Charlotte,16.5,OVER,57.5,-750.0,7,28,LOSS,WIN,LOSS
401757174,UConn,Air Force,Air Force @ UConn,2025-11-15T17:00:00.000Z,UConn,N/A,Air Force (7.5),53.9%,UNDER 64.5,58.6%,Air Force,7.5,UNDER,64.5,-305.0,26,16,LOSS,WIN,WIN
401767619,Dayton,Drake,Drake @ Dayton,2025-11-15T17:00:00.000Z,Drake,N/A,Dayton (3.5),51.8%,OVER 43.5,51.9%,Dayton,3.5,OVER,43.5,,6,14,LOSS,WIN,LOSS
401767563,Western Carolina,East Tennessee State,East Tennessee State @ Western Carolina,2025-11-15T17:00:00.000Z,Western Carolina,N/A,East Tennessee State (6.0),59.7%,UNDER 69.5,50.8%,East Tennessee State,6.0,UNDER,69.5,,35,52,WIN,LOSS,LOSS
401752905,Northwestern,Michigan,Michigan @ Northwestern,2025-11-15T17:00:00.000Z,Michigan,N/A,Michigan (-10.0),50.9%,OVER 41.5,55.8%,Michigan,-10.0,OVER,41.5,-410.0,22,24,LOSS,WIN,WIN
401767663,Sacred Heart,Merrimack,Merrimack @ Sacred Heart,2025-11-15T17:00:00.000Z,Sacred Heart,N/A,Merrimack (6.5),59.9%,UNDER 45.5,58.6%,Merrimack,6.5,UNDER,45.5,,42,37,WIN,WIN,LOSS
401767748,Duquesne,Central Connecticut,Central Connecticut @ Duquesne,2025-11-15T17:00:00.000Z,Central Connecticut,N/A,Central Connecticut (-1.5),57.1%,UNDER 46.5,56.6%,Central Connecticut,-1.5,UNDER,46.5,,38,33,LOSS,LOSS,LOSS
401762861,Ball State,Eastern Michigan,Eastern Michigan @ Ball State,2025-11-15T17:00:00.000Z,Ball State,N/A,Ball State (2.5),56.1%,OVER 48.5,53.5%,Ball State,2.5,OVER,48.5,120.0,9,24,LOSS,LOSS,LOSS
401767707,Harvard,Pennsylvania,Pennsylvania @ Harvard,2025-11-15T17:00:00.000Z,Harvard,N/A,Pennsylvania (23.0),51.8%,OVER 51.5,50.7%,Pennsylvania,23.0,OVER,51.5,,45,43,WIN,WIN,WIN
401767402,Norfolk State,Morgan State,Morgan State @ Norfolk State,2025-11-15T17:00:00.000Z,Morgan State,N/A,Norfolk State (5.5),55.6%,UNDER 50.5,57.5%,Norfolk State,5.5,UNDER,50.5,,28,35,LOSS,WIN,LOSS
401767775,Wagner,Stonehill,Stonehill @ Wagner,2025-11-15T17:00:00.000Z,Wagner,N/A,Stonehill (1.0),57.9%,OVER 38.5,75.4%,Stonehill,1.0,OVER,38.5,,20,14,LOSS,WIN,LOSS
401752772,Texas A&M,South Carolina,South Carolina @ Texas A&M,2025-11-15T17:00:00.000Z,Texas A&M,N/A,South Carolina (16.5),55.7%,UNDER 49.5,54.1%,South Carolina,16.5,UNDER,49.5,-800.0,31,30,WIN,WIN,LOSS
401767767,Mercyhurst,Robert Morris,Robert Morris @ Mercyhurst,2025-11-15T17:00:00.000Z,Mercyhurst,N/A,Robert Morris (4.5),61.2%,OVER 37.5,79.5%,Robert Morris,4.5,OVER,37.5,,27,13,LOSS,WIN,WIN
401767677,Columbia,Brown,Brown @ Columbia,2025-11-15T17:00:00.000Z,Brown,N/A,Brown (-2.5),56.7%,UNDER 47.5,57.5%,Brown,-2.5,UNDER,47.5,,29,32,WIN,WIN,LOSS
401767610,Marist,Davidson,Davidson @ Marist,2025-11-15T17:00:00.000Z,Marist,N/A,Marist (-14.0),54.0%,UNDER 55.5,50.7%,Marist,-14.0,UNDER,55.5,,37,10,WIN,WIN,WIN
401767501,Murray State,North Dakota,North Dakota @ Murray State,2025-11-15T17:00:00.000Z,North Dakota,N/A,North Dakota (-34.0),56.1%,OVER 55.5,51.8%,North Dakota,-34.0,OVER,55.5,,17,35,LOSS,WIN,LOSS
